adult,budget,genres,id,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count
False,0,"['Music', 'Comedy', 'Drama']",361398,"Singer/songwriter and single mother Theresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet, she is forced to pack up her life and her 3 girls and move back to the small town and parents she ran from a decade ago. Teresa needs a job, her parents need their space and a family tragedy that was never dealt with from years past needs closure. Old wounds, unattainable dreams and a few other things expose themselves as a fractured family works to become whole and a single mom, a responsible mother.",1.476,['United States of America'],2015-09-25,0,105,['English'],Released,Theresa Is a Mother,False,10.0,1
False,0,['Drama'],345648,"The story is set in Palestine in 1947, during the British mandate period. The Zionists are fighting for the establishment of a Jewish state, and four comrades in arms pressure the young Elisha to overcome his moral qualms and fully commit to the armed struggle.",1.536,"['Israel', 'Switzerland', 'United Kingdom', 'Germany']",2015-04-29,0,95,"['English', 'Français', 'עִבְרִית']",Released,Dawn,False,8.5,3
False,0,['Music'],578583,,0.769,[],2015-09-09,0,0,[],Released,Primus  - Orpheum Theatre  Los Angeles,False,0.0,0
False,0,['Documentary'],346465,"Even though women make up 51 percent of the U.S. population, only about 4 percent of movies are directed by women. Of the 220 TV shows, representing about 3500 total episodes, only 14 percent were directed by women. Bloomberg interviewed several female directors in Hollywood, from Oscar winners to the director of ""Twilight"" to explore the various forms of sexism and discrimination they have faced in Hollywood, and what they are trying to do to change things",1.696,['United States of America'],2015-06-19,0,26,[],Released,Celluloid Ceilings,False,0.0,0
False,0,['Documentary'],302316,"The word panchão was first heard in Macao. From the Chinese pan-tcheong or pau-tcheong, dictionaries define it as a Macanese regionalism also known as China cracker. Who inhabits the ancient IEC Long firecracker factory?",1.793,"['Macao', 'Portugal']",2015-03-20,0,32,['普通话'],Released,IEC Long,False,5.2,4
False,0,"['Horror', 'Comedy']",1148126,"It's the Christmas season and a lonely woman goes on a blind date unbeknownst to her that her date is an active and notorious serial killer, The Brentwood Strangler. Is this love at first sight? Or the worst (and last) date of her life?",1.447,[],2015-12-01,0,18,['English'],Released,Brentwood Strangler,False,0.0,0
False,0,"['Drama', 'Fantasy']",876841,"A dressmaker is confronted with the decision to give up on his dream or lose his family. As his shop's fate hangs on the line, a charming mannequin comes to life and helps him design a dress in the hopes of changing his mind.",1.197,[],2015-11-01,0,16,[],Released,The Dressmaker,False,0.0,0
False,0,"['Family', 'Adventure', 'Drama']",408817,"A parable on the moribund human bonds in a fast-paced world, which is a warning that poignantly highlights the futility of life and death.",1.286,[],2015-04-10,0,80,['हिन्दी'],Released,Barefoot to Goa,False,5.0,3
False,0,"['Documentary', 'History']",365801,"Adventurer-geologist Dr. Martin Pepper sets out to prove his theory – that the true Atlantis existed on the Greek island of Santorini, and was destroyed in the biggest volcanic eruption in human history. In order to achieve his goal, Pepper will use new scientific evidence gathered using state-of-the-art sonar scans of the sea bed and microscopic analysis of the ancient landscape. He must also match Santorini to a series of key clues embedded in the first ever description of Atlantis by the Greek philosopher Plato – from the lost city’s strange ring-shaped design, to the role Egyptian priests played in recording the legend in the first place. By the end of the program, he reveals the stunning findings which may pinpoint the city and show exactly what it looked like.",1.28,['United States of America'],2015-10-19,0,84,"['English', 'Magyar']",Released,Atlantis Found,False,6.8,4
False,0,"['Animation', 'Drama', 'Documentary', 'History']",346758,"The film investigates the adventures of mountain climber and photographer Adam J. Winkler, who fought in Afghanistan with the Mujahideen against the Soviets in the 1980s. The director employs a highly original artistic technique involving animated collage of period materials.",0.768,"['Poland', 'Romania', 'France']",2015-07-08,0,85,['Français'],Released,The Magic Mountain,False,6.3,10
False,0,['Drama'],367470,"A story about a simple school literature teacher, Fedorov, who thought his life couldn't become more boring and pointless until he met a strange girl, who stormed into his very ordinary day, accused him of bringing her girl-friend to suicide and turned his life completely.",0.786,['Russia'],2015-07-15,0,90,['Pусский'],Released,Clinch,False,4.7,3
False,0,['Comedy'],364468,"The story of a first love, an unrequited love and a pregnant boy.",0.787,['United Kingdom'],2015-12-30,0,17,['English'],Released,Seahorse,False,7.7,3
False,0,[],253302,"A week before they move across the country together, Craig lies to his girlfriend in order to go on his first road trip - to the south. Alone.",1.066,[],2015-07-24,0,85,['English'],Released,Big Significant Things,False,5.5,4
False,0,"['Thriller', 'Romance', 'Science Fiction']",514971,A broken man is torn between saving his love or the human race at the edge of time.,1.006,['United States of America'],2015-04-25,0,80,['English'],Released,Run Away with Me,False,10.0,2
False,0,"['Romance', 'Drama']",360728,"Lucas is visiting his sister on a remote island in southern Chile before moving abroad. An unlikely romance grows when he meets Antonio, a struggling young fisherman. The intimacy they share makes them navigate towards a new horizon and to a different stage of their adulthood.",1.226,['Chile'],2015-02-06,0,29,['Español'],Released,San Cristóbal,False,1.0,1
False,0,['Documentary'],332748,"The New Yorker is the benchmark for the single-panel cartoon. This light-hearted and sometimes poignant look at the art and humor of the iconic drawings shows why they have inspired and even baffled us for decades. Very Semi-Serious is a window into the minds of cartooning legends and hopefuls, including editor Bob Mankoff, shedding light onto how their humor evolves.",0.767,['United States of America'],2015-04-19,0,83,['English'],Released,Very Semi-Serious,False,6.5,10
False,0,['Documentary'],369362,A man disabled by Agent Orange dares to dream.,1.026,"['Vietnam', 'United States of America']",2015-08-21,0,34,['Tiếng Việt'],Released,"Chau, Beyond the Lines",False,6.1,11
False,0,['Animation'],1122692,"In spring 2015, the NRA introduced a brand new Eddie Eagle video. Started in 1988, the Eddie Eagle GunSafe program has reached more than 28 million children with an important safety message. Eddie has a modernized look and some new friends—the Wing Team. Together, they learn what to do if they ever find a gun: STOP! Don’t touch. Run away.",0.766,['United States of America'],2015-04-10,0,8,['English'],Released,Eddie Eagle and the Wing Team,False,0.0,0
False,600,"['Drama', 'Family', 'Crime', 'Romance']",657673,"Argentina, Forgive Me",1.006,[],2015-10-31,0,20,[],Released,"Argentina, Forgive Me",False,9.8,2
